@relation R_data_frame

@attribute Year numeric
@attribute Month numeric
@attribute DayofMonth numeric
@attribute DayOfWeek numeric
@attribute UniqueCarrier {9E,AA,CO,DL,EV,F9,FL,MQ,NW,OH,OO,UA,US,XE,YV}
@attribute CRSArrTime numeric
@attribute CRSDepTime numeric
@attribute CRSElapsedTime numeric
@attribute Origin {ABE,ABQ,ABY,ACY,AEX,AGS,ALB,ATW,AUS,AVL,AVP,BDL,BGR,BHM,BMI,BNA,BOS,BQK,BTR,BTV,BUF,BWI,BZN,CAE,CAK,CHA,CHO,CHS,CID,CLE,CLT,CMH,COS,CRP,CRW,CSG,CVG,DAB,DAY,DCA,DEN,DFW,DHN,DSM,DTW,EGE,ELP,EVV,EWN,EWR,EYW,FAY,FLL,FLO,FNT,FSD,FSM,FWA,GNV,GPT,GRB,GRK,GRR,GSO,GSP,GTR,HDN,HHH,HNL,HOU,HPN,HSV,IAD,IAH,ICT,ILM,IND,ISP,JAC,JAN,JAX,JFK,LAS,LAX,LEX,LFT,LGA,LIT,LYH,MCI,MCN,MCO,MDT,MDW,MEI,MEM,MFE,MGM,MHT,MIA,MKE,MLB,MLI,MLU,MOB,MSN,MSP,MSY,MTJ,MYR,OAJ,OAK,OKC,OMA,ONT,ORD,ORF,PBI,PDX,PFN,PHF,PHL,PHX,PIA,PIT,PNS,PVD,PWM,RDU,RIC,RNO,ROA,ROC,RSW,SAN,SAT,SAV,SBN,SCE,SDF,SEA,SFO,SGF,SHV,SJC,SJU,SLC,SMF,SNA,SRQ,STL,STT,STX,SWF,SYR,TLH,TOL,TPA,TRI,TUL,TUP,TUS,TYS,VLD,VPS,XNA}
@attribute Distance numeric
@attribute ValueToPredict {before_time,delayed,on_time}
@attribute instanceId numeric
@attribute timeStamp numeric

@data
2008,1,2,3,FL,438,2145,233,LAX,1946,on_time,932,3156
2008,1,2,3,F9,510,25,165,DEN,1199,before_time,948,3179
2008,1,2,3,FL,523,2225,238,SAN,1891,before_time,936,3192
2008,1,2,3,DL,520,2359,201,SLC,1589,on_time,945,3196
2008,1,2,3,DL,533,55,158,DEN,1199,before_time,952,3201
2008,1,2,3,FL,532,2240,232,LAS,1747,on_time,940,3202
2008,1,2,3,FL,729,525,124,FNT,644,?,956,3205
2008,1,2,3,DL,540,2240,240,SAN,1891,on_time,941,3212
2008,1,2,3,DL,535,2210,265,PDX,2172,on_time,934,3214
2008,1,2,3,FL,730,540,110,FLL,581,?,957,3220
2008,1,2,3,FL,730,544,106,PHF,508,?,958,3224
2008,1,2,3,FL,725,545,100,CAK,528,?,959,3225
2008,1,2,3,DL,853,545,188,BOS,946,?,960,3225
2008,1,2,3,DL,543,2220,263,SFO,2139,on_time,935,3228
2008,1,2,3,DL,601,2230,271,SEA,2182,before_time,937,3228
2008,1,2,3,FL,730,555,95,DAY,432,?,961,3235
2008,1,2,3,DL,603,2235,268,OAK,2130,on_time,939,3235
2008,1,2,3,FL,558,2359,239,PHX,1587,on_time,944,3237
2008,1,2,3,OO,701,600,61,GSP,153,?,962,3240
2008,1,2,3,EV,706,600,66,TRI,227,?,963,3240
2008,1,2,3,EV,752,600,112,CLE,554,?,964,3240
2008,1,2,3,EV,804,600,124,MDT,619,?,965,3240
2008,1,2,3,EV,753,600,113,TOL,549,?,966,3240
2008,1,2,3,EV,725,600,85,MLB,443,?,967,3240
2008,1,2,3,EV,844,600,164,ISP,795,?,968,3240
2008,1,2,3,EV,900,600,180,PVD,903,?,969,3240
2008,1,2,3,EV,713,600,73,DAB,366,?,970,3240
2008,1,2,3,EV,743,600,103,FWA,508,?,971,3240
2008,1,2,3,EV,833,600,153,ACY,678,?,972,3240
2008,1,2,3,EV,650,600,50,ABY,146,?,973,3240
2008,1,2,3,EV,732,600,92,CHO,457,?,974,3240
2008,1,2,3,EV,728,600,88,GNV,300,?,975,3240
2008,1,2,3,EV,754,600,114,PIT,526,?,976,3240
2008,1,2,3,EV,648,600,48,AGS,143,?,977,3240
2008,1,2,3,EV,811,600,131,FNT,644,?,978,3240
2008,1,2,3,EV,701,600,61,CAE,191,?,979,3240
2008,1,2,3,EV,721,600,81,CRW,363,?,980,3240
2008,1,2,3,EV,809,600,129,GRR,640,?,981,3240
2008,1,2,3,EV,818,600,138,ABE,692,?,982,3240
2008,1,2,3,FL,844,600,164,BOS,946,?,983,3240
2008,1,2,3,FL,818,600,138,EWR,745,?,984,3240
2008,1,2,3,FL,821,600,141,HPN,780,?,985,3240
2008,1,2,3,FL,730,600,90,IND,432,?,986,3240
2008,1,2,3,FL,830,600,150,LGA,761,?,987,3240
2008,1,2,3,FL,727,600,87,MCO,403,?,988,3240
2008,1,2,3,FL,819,600,139,SWF,784,?,989,3240
2008,1,2,3,FL,729,600,89,TPA,406,?,990,3240
2008,1,2,3,OH,724,600,84,LEX,303,?,991,3240
2008,1,2,3,DL,750,600,110,DCA,547,?,992,3240
2008,1,2,3,DL,838,600,158,LGA,761,?,993,3240
2008,1,2,3,DL,822,600,142,PHL,665,?,994,3240
2008,1,2,3,DL,753,600,113,MIA,595,?,995,3240
2008,1,2,3,DL,800,600,120,BWI,576,?,996,3240
2008,1,2,3,DL,748,600,108,FLL,581,?,997,3240
2008,1,2,3,DL,712,600,72,JAX,270,?,998,3240
2008,1,2,3,DL,845,600,165,BDL,859,?,999,3240
2008,1,2,3,DL,713,600,73,CLT,227,?,1000,3240
2008,1,2,3,DL,744,600,104,PBI,545,?,1001,3240
2008,1,2,3,DL,700,600,60,SAV,215,?,1002,3240
2008,1,2,3,DL,708,600,68,CHS,259,?,1003,3240
2008,1,2,3,DL,758,600,118,IAD,533,?,1004,3240
2008,1,2,3,DL,729,600,89,MCO,403,?,1005,3240
2008,1,2,3,DL,824,600,144,EWR,745,?,1006,3240
2008,1,2,3,DL,742,600,102,DAY,432,?,1007,3240
2008,1,2,3,DL,836,600,156,JFK,760,?,1008,3240
2008,1,2,3,DL,748,600,108,RSW,515,?,1009,3240
2008,1,2,3,DL,746,600,106,RIC,481,?,1010,3240
2008,1,2,3,DL,719,600,79,SDF,321,?,1011,3240
2008,1,2,3,DL,817,600,137,ROC,749,?,1012,3240
2008,1,2,3,DL,753,600,113,ORF,516,?,1013,3240
2008,1,2,3,DL,728,600,88,TPA,406,?,1014,3240
2008,1,2,3,DL,724,600,84,RDU,356,?,1015,3240
2008,1,2,3,DL,537,2210,267,SJC,2116,delayed,933,3240
2008,1,2,3,FL,529,2235,234,SFO,2139,delayed,938,3243
2008,1,2,3,EV,755,605,110,CAK,528,?,1016,3245
2008,1,2,3,FL,725,605,80,RDU,356,?,1017,3245
2008,1,2,3,OH,908,605,183,MHT,952,?,1018,3245
2008,1,2,3,DL,533,2255,218,LAS,1747,delayed,943,3245
2008,1,2,3,DL,612,45,207,PHX,1587,on_time,950,3249
2008,1,2,3,EV,701,610,51,TYS,152,?,1019,3250
2008,1,2,3,FL,717,610,67,CLT,227,?,1020,3250
2008,1,2,3,FL,821,610,131,ROC,749,?,1021,3250
2008,1,2,3,OH,731,610,81,GSO,306,?,1022,3250
2008,1,2,3,DL,748,610,98,SRQ,445,?,1023,3250
2008,1,2,3,EV,648,615,33,CSG,83,?,1024,3255
2008,1,2,3,EV,735,615,80,FAY,331,?,1025,3255
2008,1,2,3,EV,742,615,87,ILM,377,?,1026,3255
2008,1,2,3,EV,740,615,85,ROA,357,?,1027,3255
2008,1,2,3,EV,818,615,123,SBN,566,?,1028,3255
2008,1,2,3,DL,834,615,139,BUF,712,?,1029,3255
2008,1,2,3,DL,607,1635,512,HNL,4502,on_time,925,3255
2008,1,2,3,DL,556,2250,246,LAX,1946,delayed,942,3256
2008,1,2,3,DL,623,145,158,DEN,1199,on_time,954,3259
2008,1,2,3,EV,900,620,160,ALB,852,?,1030,3260
2008,1,2,3,FL,825,620,125,BUF,712,?,1031,3260
2008,1,2,3,FL,730,620,70,CHS,259,?,1032,3260
2008,1,2,3,FL,729,620,69,JAX,270,?,1033,3260
2008,1,2,3,EV,801,625,96,MYR,317,?,1034,3265
2008,1,2,3,DL,612,2320,232,ONT,1900,delayed,947,3269
2008,1,2,3,EV,900,630,150,SYR,793,?,1035,3270
2008,1,2,3,EV,807,630,97,OAJ,399,?,1036,3270
2008,1,2,3,EV,902,630,152,SWF,784,?,1037,3270
2008,1,2,3,EV,734,630,64,BQK,238,?,1038,3270
2008,1,2,3,EV,728,630,58,VLD,208,?,1039,3270
2008,1,2,3,EV,751,630,81,LYH,389,?,1040,3270
2008,1,2,3,EV,740,630,70,FLO,273,?,1041,3270
2008,1,2,3,EV,715,630,45,CHA,106,?,1042,3270
2008,1,2,3,FL,821,630,111,DCA,547,?,1043,3270
2008,1,2,3,FL,827,630,117,DTW,594,?,1044,3270
2008,1,2,3,FL,832,630,122,PHL,665,?,1045,3270
2008,1,2,3,AA,900,630,150,LGA,761,?,1046,3270
2008,1,2,3,CO,908,630,158,EWR,745,?,1047,3270
2008,1,2,3,DL,858,530,148,MSP,906,?,1048,3270
2008,1,2,3,EV,944,635,189,PWM,1027,?,1049,3275
2008,1,2,3,EV,930,635,175,BTV,960,?,1050,3275
2008,1,2,3,EV,859,540,139,OMA,821,?,1051,3280
2008,1,2,3,FL,832,640,112,BWI,576,?,1052,3280
2008,1,2,3,FL,840,540,120,DFW,732,?,1053,3280
2008,1,2,3,FL,827,640,107,IAD,533,?,1054,3280
2008,1,2,3,FL,829,540,109,MLI,633,?,1055,3280
2008,1,2,3,FL,821,640,101,RIC,481,?,1056,3280
2008,1,2,3,EV,857,545,132,SAT,874,?,1057,3285
2008,1,2,3,FL,835,645,110,FLL,581,?,1058,3285
2008,1,2,3,FL,840,545,115,HOU,696,?,1059,3285
2008,1,2,3,FL,830,545,105,MDW,590,?,1060,3285
2008,1,2,3,FL,827,645,102,PIT,526,?,1061,3285
2008,1,2,3,EV,648,600,48,AGS,143,on_time,977,3285
2008,1,2,3,EV,650,600,50,ABY,146,on_time,973,3289
2008,1,2,3,DL,851,550,121,DFW,732,?,1062,3290
2008,1,2,3,OO,701,600,61,GSP,153,on_time,962,3291
2008,1,2,3,EV,701,610,51,TYS,152,on_time,1019,3295
2008,1,2,3,EV,706,600,66,TRI,227,on_time,963,3296
2008,1,2,3,FL,929,659,150,LGA,761,?,1063,3299
2008,1,2,3,DL,939,659,160,LGA,761,?,1064,3299
2008,1,2,3,OH,844,600,104,SGF,563,?,1065,3300
2008,1,2,3,OH,844,700,104,DAY,432,?,1066,3300
2008,1,2,3,OO,910,600,130,MKE,669,?,1067,3300
2008,1,2,3,OO,825,600,85,MEM,332,?,1068,3300
2008,1,2,3,EV,754,600,54,DHN,171,?,1069,3300
2008,1,2,3,EV,812,600,72,BNA,214,?,1070,3300
2008,1,2,3,EV,858,600,118,OKC,761,?,1071,3300
2008,1,2,3,EV,829,600,89,BTR,449,?,1072,3300
2008,1,2,3,EV,907,600,127,ICT,781,?,1073,3300
2008,1,2,3,EV,819,600,79,EVV,350,?,1074,3300
2008,1,2,3,EV,859,600,119,MCI,692,?,1075,3300
2008,1,2,3,EV,859,600,119,MLI,633,?,1076,3300
2008,1,2,3,EV,820,600,80,GPT,352,?,1077,3300
2008,1,2,3,EV,845,600,105,FSM,579,?,1078,3300
2008,1,2,3,EV,811,600,71,MOB,302,?,1079,3300
2008,1,2,3,EV,843,600,103,XNA,589,?,1080,3300
2008,1,2,3,EV,801,600,61,HSV,151,?,1081,3300
2008,1,2,3,EV,826,600,86,MLU,448,?,1082,3300
2008,1,2,3,EV,916,600,136,DSM,743,?,1083,3300
2008,1,2,3,EV,755,600,55,MGM,147,?,1084,3300
2008,1,2,3,EV,905,600,125,CID,694,?,1085,3300
2008,1,2,3,EV,807,600,67,PNS,272,?,1086,3300
2008,1,2,3,EV,756,600,56,VPS,264,?,1087,3300
2008,1,2,3,EV,759,600,59,PFN,247,?,1088,3300
2008,1,2,3,EV,841,600,101,LFT,503,?,1089,3300
2008,1,2,3,EV,853,600,113,TUL,674,?,1090,3300
2008,1,2,3,EV,926,700,146,AVP,714,?,1091,3300
2008,1,2,3,EV,839,600,99,AEX,500,?,1092,3300
2008,1,2,3,EV,909,600,129,AUS,813,?,1093,3300
2008,1,2,3,EV,848,600,108,SHV,552,?,1094,3300
2008,1,2,3,EV,854,600,114,BMI,533,?,1095,3300
2008,1,2,3,EV,833,600,93,LIT,453,?,1096,3300
2008,1,2,3,EV,747,700,47,MCN,79,?,1097,3300
2008,1,2,3,FL,839,600,99,BMI,533,?,1098,3300
2008,1,2,3,FL,827,700,87,MCO,403,?,1099,3300
2008,1,2,3,FL,858,600,118,MKE,669,?,1100,3300
2008,1,2,3,FL,829,700,89,TPA,406,?,1101,3300
2008,1,2,3,DL,903,700,123,DCA,547,?,1102,3300
2008,1,2,3,DL,1055,800,235,SJU,1547,?,1103,3300
2008,1,2,3,DL,820,700,80,JAX,270,?,1104,3300
2008,1,2,3,DL,750,600,50,BHM,134,?,1105,3300
2008,1,2,3,DL,853,700,113,PBI,545,?,1106,3300
2008,1,2,3,DL,903,700,123,FLL,581,?,1107,3300
2008,1,2,3,DL,837,600,97,STL,483,?,1108,3300
2008,1,2,3,DL,826,600,86,MSY,425,?,1109,3300
2008,1,2,3,DL,901,600,121,ORD,606,?,1110,3300
2008,1,2,3,DL,902,700,122,MIA,595,?,1111,3300
2008,1,2,3,DL,859,600,119,IAH,689,?,1112,3300
2008,1,2,3,EV,715,630,45,CHA,106,before_time,1042,3302
2008,1,2,3,DL,712,600,72,JAX,270,on_time,998,3304
2008,1,2,3,DL,911,705,126,BWI,576,?,1113,3305
2008,1,2,3,DL,845,705,100,TPA,406,?,1114,3305
2008,1,2,3,DL,843,705,98,MLB,443,?,1115,3305
2008,1,2,3,DL,814,705,69,SAV,215,?,1116,3305
2008,1,2,3,FL,930,606,144,MSP,906,?,1117,3306
2008,1,2,3,US,729,2359,270,LAS,1747,before_time,953,3308
2008,1,2,3,EV,701,600,61,CAE,191,on_time,979,3308
2008,1,2,3,NW,928,709,139,DTW,594,?,1118,3309
2008,1,2,3,UA,910,610,120,ORD,606,?,1119,3310
2008,1,2,3,EV,915,710,125,ORF,516,?,1120,3310
2008,1,2,3,EV,838,710,88,GSO,306,?,1121,3310
2008,1,2,3,FL,822,610,72,MEM,332,?,1122,3310
2008,1,2,3,FL,840,610,90,STL,483,?,1123,3310
2008,1,2,3,DL,835,710,85,SDF,321,?,1124,3310
2008,1,2,3,DL,908,710,118,IAD,533,?,1125,3310
2008,1,2,3,DL,944,710,154,EWR,745,?,1126,3310
2008,1,2,3,DL,846,710,96,RDU,356,?,1127,3310
2008,1,2,3,DL,848,710,98,MCO,403,?,1128,3310
2008,1,2,3,DL,700,600,60,SAV,215,delayed,1002,3311
2008,1,2,3,DL,708,600,68,CHS,259,on_time,1003,3311
2008,1,2,3,EV,648,615,33,CSG,83,delayed,1024,3313
2008,1,2,3,EV,713,600,73,DAB,366,on_time,970,3314
2008,1,2,3,EV,927,715,132,MDT,619,?,1129,3315
2008,1,2,3,EV,910,715,115,CAK,528,?,1130,3315
2008,1,2,3,EV,822,715,67,AGS,143,?,1131,3315
2008,1,2,3,EV,813,715,58,GSP,153,?,1132,3315
2008,1,2,3,FL,837,615,82,MSY,425,?,1133,3315
2008,1,2,3,DL,1018,715,183,BOS,946,?,1134,3315
2008,1,2,3,DL,956,715,161,BDL,859,?,1135,3315
2008,1,2,3,DL,850,715,95,CMH,446,?,1136,3315
2008,1,2,3,DL,911,715,116,PHF,508,?,1137,3315
2008,1,2,3,DL,824,715,69,TLH,223,?,1138,3315
2008,1,2,3,DL,914,715,119,CLE,554,?,1139,3315
2008,1,2,3,DL,914,715,119,PIT,526,?,1140,3315
2008,1,2,3,DL,836,715,81,CLT,227,?,1141,3315
2008,1,2,3,DL,904,715,109,RIC,481,?,1142,3315
2008,1,2,3,DL,941,715,146,PHL,665,?,1143,3315
2008,1,2,3,DL,625,2309,256,SMF,2092,delayed,946,3315
2008,1,2,3,EV,728,600,88,GNV,300,before_time,975,3315
2008,1,2,3,FL,717,610,67,CLT,227,on_time,1020,3316
2008,1,2,3,DL,719,600,79,SDF,321,on_time,1011,3317
2008,1,2,3,EV,725,600,85,MLB,443,on_time,967,3318
2008,1,2,3,FL,725,605,80,RDU,356,on_time,1017,3318
2008,1,2,3,EV,916,720,116,SCE,615,?,1144,3320
2008,1,2,3,FL,828,620,68,PNS,272,?,1145,3320
2008,1,2,3,DL,858,720,98,CVG,373,?,1146,3320
2008,1,2,3,DL,910,720,110,RSW,515,?,1147,3320
2008,1,2,3,DL,836,720,76,CHS,259,?,1148,3320
2008,1,2,3,DL,657,2350,247,LAX,1946,delayed,951,3320
2008,1,2,3,FL,727,600,87,MCO,403,on_time,988,3320
2008,1,2,3,OH,731,610,81,GSO,306,on_time,1022,3323
2008,1,2,3,DL,729,600,89,MCO,403,on_time,1005,3324
2008,1,2,3,EV,828,625,63,GTR,241,?,1149,3325
2008,1,2,3,EV,1008,725,163,ALB,852,?,1150,3325
2008,1,2,3,AA,925,625,120,DFW,732,?,1151,3325
2008,1,2,3,FL,729,525,124,FNT,644,on_time,956,3325
2008,1,2,3,FL,730,540,110,FLL,581,on_time,957,3327
2008,1,2,3,OH,724,600,84,LEX,303,on_time,991,3327
2008,1,2,3,FL,729,620,69,JAX,270,on_time,1033,3328
2008,1,2,3,FL,959,729,150,LGA,761,?,1152,3329
2008,1,2,3,EV,732,600,92,CHO,457,on_time,974,3329
2008,1,2,3,DL,713,600,73,CLT,227,delayed,1000,3329
2008,1,2,3,DL,728,600,88,TPA,406,on_time,1014,3329
2008,1,2,3,EV,1039,730,189,PVD,903,?,1153,3330
2008,1,2,3,EV,906,730,96,GNV,300,?,1154,3330
2008,1,2,3,EV,834,630,64,MEI,267,?,1155,3330
2008,1,2,3,EV,944,630,134,MSN,707,?,1156,3330
2008,1,2,3,EV,932,730,122,EYW,646,?,1157,3330
2008,1,2,3,DL,834,730,64,TYS,152,?,1158,3330
2008,1,2,3,DL,856,730,86,DAB,366,?,1159,3330
2008,1,2,3,FL,725,545,100,CAK,528,on_time,959,3330
2008,1,2,3,EV,728,630,58,VLD,208,on_time,1039,3330
2008,1,2,3,FL,730,600,90,IND,432,on_time,986,3331
2008,1,2,3,FL,729,600,89,TPA,406,on_time,990,3331
2008,1,2,3,EV,734,630,64,BQK,238,on_time,1038,3332
2008,1,2,3,EV,721,600,81,CRW,363,delayed,980,3333
2008,1,2,3,FL,730,620,70,CHS,259,on_time,1032,3335
2008,1,2,3,FL,730,544,106,PHF,508,on_time,958,3336
2008,1,2,3,EV,740,615,85,ROA,357,on_time,1027,3337
2008,1,2,3,DL,748,600,108,RSW,515,on_time,1009,3339
2008,1,2,3,DL,748,610,98,SRQ,445,on_time,1023,3339
2008,1,2,3,EV,1018,640,158,MSP,906,?,1160,3340
2008,1,2,3,DL,909,740,89,LEX,303,?,1161,3340
2008,1,2,3,EV,747,700,47,MCN,79,on_time,1097,3340
2008,1,2,3,DL,744,600,104,PBI,545,on_time,1001,3344
2008,1,2,3,DL,758,600,118,IAD,533,before_time,1004,3344
2008,1,2,3,OO,954,745,129,BUF,712,?,1162,3345
2008,1,2,3,EV,918,745,93,FAY,331,?,1163,3345
2008,1,2,3,EV,1012,645,147,MFE,974,?,1164,3345
2008,1,2,3,DL,854,745,69,CAE,191,?,1165,3345
2008,1,2,3,EV,742,615,87,ILM,377,on_time,1026,3345
2008,1,2,3,DL,803,55,248,LAX,1946,before_time,955,3346
2008,1,2,3,DL,750,600,50,BHM,134,on_time,1105,3346
2008,1,2,3,DL,651,2330,261,SFO,2139,delayed,949,3347
2008,1,2,3,DL,750,600,110,DCA,547,on_time,992,3347
2008,1,2,3,DL,724,600,84,RDU,356,delayed,1015,3347
2008,1,2,3,EV,801,600,61,HSV,151,before_time,1081,3347
2008,1,2,3,EV,735,615,80,FAY,331,delayed,1025,3348
2008,1,2,3,EV,1002,650,132,GRK,803,?,1166,3350
2008,1,2,3,EV,751,630,81,LYH,389,on_time,1040,3350
2008,1,2,3,EV,755,600,55,MGM,147,on_time,1084,3350
2008,1,2,3,DL,753,600,113,MIA,595,on_time,995,3352
2008,1,2,3,FL,730,555,95,DAY,432,delayed,961,3353
2008,1,2,3,EV,754,600,54,DHN,171,on_time,1069,3353
2008,1,2,3,AA,950,655,115,ORD,606,?,1167,3355
2008,1,2,3,DL,953,755,118,DCA,547,?,1168,3355
2008,1,2,3,EV,756,600,56,VPS,264,on_time,1087,3355
2008,1,2,3,DL,746,600,106,RIC,481,on_time,1010,3356
2008,1,2,3,EV,740,630,70,FLO,273,delayed,1041,3356
2008,1,2,3,DL,748,600,108,FLL,581,on_time,997,3357
2008,1,2,3,DL,753,600,113,ORF,516,on_time,1013,3357
2008,1,2,3,DL,800,600,120,BWI,576,on_time,996,3358
2008,1,2,3,DL,1039,759,160,LGA,761,?,1169,3359
2008,1,2,3,EV,818,600,138,ABE,692,before_time,982,3359
2008,1,2,3,EV,807,600,67,PNS,272,on_time,1086,3359
2008,1,2,3,EV,1018,700,138,ATW,765,?,1170,3360
2008,1,2,3,EV,902,700,62,MGM,147,?,1171,3360
2008,1,2,3,EV,906,700,66,TUP,253,?,1172,3360
2008,1,2,3,EV,907,700,67,VPS,264,?,1173,3360
2008,1,2,3,FL,1001,700,121,DFW,732,?,1174,3360
2008,1,2,3,FL,1001,700,121,ICT,781,?,1175,3360
2008,1,2,3,FL,955,700,115,MCI,692,?,1176,3360
2008,1,2,3,FL,931,800,91,MCO,403,?,1177,3360
2008,1,2,3,FL,954,800,114,MIA,595,?,1178,3360
2008,1,2,3,FL,947,800,107,PBI,545,?,1179,3360
2008,1,2,3,FL,1015,800,135,PHL,665,?,1180,3360
2008,1,2,3,DL,1129,600,209,PHX,1587,?,1181,3360
2008,1,2,3,DL,1009,800,129,DTW,594,?,1182,3360
2008,1,2,3,DL,1048,600,168,DEN,1199,?,1183,3360
2008,1,2,3,DL,915,700,75,PNS,272,?,1184,3360
2008,1,2,3,DL,926,700,86,LIT,453,?,1185,3360
2008,1,2,3,DL,1000,800,120,FLL,581,?,1186,3360
2008,1,2,3,DL,1015,700,135,SAT,874,?,1187,3360
2008,1,2,3,DL,917,800,77,JAX,270,?,1188,3360
2008,1,2,3,DL,939,800,99,SRQ,445,?,1189,3360
2008,1,2,3,EV,813,715,58,GSP,153,before_time,1132,3362
2008,1,2,3,DL,814,705,69,SAV,215,before_time,1116,3363
2008,1,2,3,EV,754,600,114,PIT,526,on_time,976,3364
2008,1,2,3,EV,1042,805,157,HPN,780,?,1190,3365
2008,1,2,3,DL,1044,805,159,EWR,745,?,1191,3365
2008,1,2,3,DL,941,805,96,TPA,406,?,1192,3365
2008,1,2,3,DL,922,705,77,JAN,341,?,1193,3365
2008,1,2,3,DL,822,600,142,PHL,665,before_time,994,3366
2008,1,2,3,EV,759,600,59,PFN,247,on_time,1088,3367
2008,1,2,3,NW,1048,710,158,MSP,906,?,1194,3370
2008,1,2,3,DL,1013,810,123,BWI,576,?,1195,3370
2008,1,2,3,DL,1009,710,119,ORD,606,?,1196,3370
2008,1,2,3,DL,1009,710,119,MCI,692,?,1197,3370
2008,1,2,3,DL,912,710,62,HSV,151,?,1198,3370
2008,1,2,3,DL,1020,710,130,DFW,732,?,1199,3370
2008,1,2,3,EV,753,600,113,TOL,549,delayed,966,3370
2008,1,2,3,EV,801,625,96,MYR,317,delayed,1034,3372
2008,1,2,3,EV,807,630,97,OAJ,399,on_time,1036,3372
2008,1,2,3,FL,821,630,111,DCA,547,on_time,1043,3372
2008,1,2,3,DL,824,600,144,EWR,745,before_time,1006,3373
2008,1,2,3,DL,820,700,80,JAX,270,on_time,1104,3373
2008,1,2,3,OO,825,600,85,MEM,332,before_time,1068,3374
2008,1,2,3,EV,1016,715,121,ICT,781,?,1200,3375
2008,1,2,3,EV,913,715,58,BHM,134,?,1201,3375
2008,1,2,3,EV,954,715,99,SHV,552,?,1202,3375
2008,1,2,3,FL,1005,815,110,FLL,581,?,1203,3375
2008,1,2,3,AA,1015,815,120,MIA,595,?,1204,3375
2008,1,2,3,DL,931,715,76,MEM,332,?,1205,3375
2008,1,2,3,DL,923,715,68,BNA,214,?,1206,3375
2008,1,2,3,DL,1014,815,119,ORF,516,?,1207,3375
2008,1,2,3,DL,949,715,94,STL,483,?,1208,3375
2008,1,2,3,DL,1107,615,172,ABQ,1269,?,1209,3375
2008,1,2,3,DL,1014,715,119,IAH,689,?,1210,3375
2008,1,2,3,DL,1014,715,119,MKE,669,?,1211,3375
2008,1,2,3,EV,820,600,80,GPT,352,on_time,1077,3375
2008,1,2,3,EV,743,600,103,FWA,508,delayed,971,3378
2008,1,2,3,FL,821,600,141,HPN,780,on_time,985,3378
2008,1,2,3,EV,833,600,93,LIT,453,before_time,1096,3378
2008,1,2,3,EV,1028,720,128,OKC,761,?,1212,3380
2008,1,2,3,EV,940,720,80,GPT,352,?,1213,3380
2008,1,2,3,EV,950,720,90,BTR,449,?,1214,3380
2008,1,2,3,9E,1017,720,117,HOU,696,?,1215,3380
2008,1,2,3,DL,1130,820,190,BOS,946,?,1216,3380
2008,1,2,3,DL,945,720,85,MSY,425,?,1217,3380
2008,1,2,3,DL,1024,720,124,AUS,813,?,1218,3380
2008,1,2,3,EV,809,600,129,GRR,640,delayed,981,3380
2008,1,2,3,FL,825,620,125,BUF,712,on_time,1031,3380
2008,1,2,3,FL,827,630,117,DTW,594,on_time,1044,3380
2008,1,2,3,EV,828,625,63,GTR,241,on_time,1149,3382
2008,1,2,3,DL,930,823,67,SAV,215,?,1219,3383
2008,1,2,3,FL,827,700,87,MCO,403,on_time,1099,3383
2008,1,2,3,EV,819,600,79,EVV,350,on_time,1074,3384
2008,1,2,3,FL,822,610,72,MEM,332,on_time,1122,3384
2008,1,2,3,FL,1011,725,106,MDW,590,?,1220,3385
2008,1,2,3,DL,1028,825,123,MIA,595,?,1221,3385
2008,1,2,3,DL,1016,825,111,PBI,545,?,1222,3385
2008,1,2,3,FL,819,600,139,SWF,784,on_time,989,3385
2008,1,2,3,FL,827,640,107,IAD,533,on_time,1054,3385
2008,1,2,3,EV,826,600,86,MLU,448,on_time,1082,3385
2008,1,2,3,FL,829,540,109,MLI,633,on_time,1055,3386
2008,1,2,3,DL,836,715,81,CLT,227,on_time,1141,3386
2008,1,2,3,FL,840,540,120,DFW,732,before_time,1053,3387
2008,1,2,3,DL,826,600,86,MSY,425,on_time,1109,3387
2008,1,2,3,EV,833,600,153,ACY,678,on_time,972,3388
2008,1,2,3,DL,838,600,158,LGA,761,on_time,993,3388
2008,1,2,3,DL,824,715,69,TLH,223,on_time,1138,3388
2008,1,2,3,DL,834,730,64,TYS,152,on_time,1158,3388
2008,1,2,3,DL,742,600,102,DAY,432,delayed,1007,3389
2008,1,2,3,EV,829,600,89,BTR,449,on_time,1072,3389
2008,1,2,3,OO,1122,630,172,COS,1185,?,1223,3390
2008,1,2,3,FL,1114,830,164,BOS,946,?,1224,3390
2008,1,2,3,CO,1111,830,161,EWR,745,?,1225,3390
2008,1,2,3,DL,1231,930,241,SJU,1547,?,1226,3390
2008,1,2,3,DL,1003,830,93,IND,432,?,1227,3390
2008,1,2,3,DL,1055,830,145,PHL,665,?,1228,3390
2008,1,2,3,DL,1202,630,212,SLC,1589,?,1229,3390
2008,1,2,3,EV,755,605,110,CAK,528,delayed,1016,3390
2008,1,2,3,FL,828,620,68,PNS,272,on_time,1145,3390
2008,1,2,3,DL,1005,831,94,MCO,403,?,1230,3391
2008,1,2,3,DL,834,615,139,BUF,712,on_time,1029,3391
2008,1,2,3,FL,832,640,112,BWI,576,on_time,1052,3392
2008,1,2,3,DL,843,705,98,MLB,443,before_time,1115,3392
