@relation R_data_frame

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}
@attribute instanceId numeric
@attribute timeStamp numeric

@data
139585.367675,0,48,level1,car18,zipcode4,135000,10,490340.689991,groupB,2737,3737
92051.777283,0,63,level0,car20,zipcode1,135000,17,188586.519181,?,3738,3738
72700.590748,54175.278179,42,level0,car7,zipcode7,135000,28,51049.254526,groupA,2738,3738
107113.942921,0,20,level2,car19,zipcode1,135000,4,367987.790222,?,3739,3739
64833.46374,46463.097095,45,level2,car2,zipcode5,135000,13,112352.851547,groupB,2739,3739
31693.215338,20269.969093,46,level3,car18,zipcode4,135000,6,90758.249226,?,3740,3740
138999.819145,0,28,level4,car4,zipcode3,135000,15,391111.355138,groupB,2740,3740
149342.007913,0,24,level0,car19,zipcode2,135000,20,180874.877522,?,3741,3741
82777.497973,0,80,level1,car1,zipcode3,135000,18,373093.423116,groupB,2741,3741
109382.145001,0,30,level3,car13,zipcode6,135000,12,118859.79323,?,3742,3742
72199.051851,52720.298894,51,level4,car16,zipcode6,135000,23,98651.152189,groupB,2742,3742
109323.461576,0,80,level2,car7,zipcode2,135000,7,259460.922315,?,3743,3743
28926.582437,43770.584799,80,level4,car18,zipcode3,135000,26,114886.710593,groupB,2743,3743
120354.305945,0,53,level1,car18,zipcode3,135000,5,131241.635955,?,3744,3744
41213.168247,71466.855707,53,level1,car11,zipcode8,135000,5,114388.89399,groupB,2744,3744
33646.32329,24027.186977,40,level1,car19,zipcode1,135000,24,446143.625269,?,3745,3745
83148,0,59,level2,car13,zipcode6,135000,13,329705.661148,groupB,2745,3745
93956.320488,0,59,level1,car15,zipcode2,135000,1,458679.826238,?,3746,3746
89885.648939,0,59,level3,car16,zipcode7,135000,16,137888.117683,groupA,2746,3746
111960.894112,0,57,level2,car12,zipcode6,135000,6,179699.983037,?,3747,3747
67119.594682,32024.413177,64,level3,car2,zipcode9,131983.771498,18,98769.271609,groupA,2747,3747
54669.044147,54836.199447,60,level2,car5,zipcode2,135000,23,233110.059254,?,3748,3748
108691.291629,0,44,level3,car13,zipcode5,135000,1,490927.13397,groupA,2748,3748
101840.727898,0,63,level1,car20,zipcode3,135000,21,416106.723552,?,3749,3749
53369.322296,66230.989054,67,level2,car11,zipcode4,135000,21,288916.945336,groupA,2749,3749
68703.642198,16084.247833,47,level4,car12,zipcode2,135000,28,63872.776635,?,3750,3750
49701.270313,37594.875103,20,level4,car17,zipcode4,135000,4,0,groupA,2750,3750
20000,26830.242625,32,level4,car12,zipcode3,135000,1,18203.676143,?,3751,3751
111583.624228,0,22,level1,car11,zipcode6,135000,20,381556.417518,groupB,2751,3751
142720.662757,0,56,level2,car3,zipcode8,135000,19,202577.104475,?,3752,3752
24610.155265,35081.390353,63,level4,car9,zipcode4,135000,28,104807.499423,groupA,2752,3752
67377.702546,23171.295489,29,level1,car6,zipcode5,135000,8,28750.496046,?,3753,3753
23302.057547,30361.623871,60,level4,car20,zipcode4,135000,28,300260.140689,groupA,2753,3753
49552.575196,45365.957013,64,level2,car19,zipcode8,135000,18,464419.308109,?,3754,3754
91987.20318,0,51,level2,car13,zipcode8,135000,7,460895.76679,groupA,2754,3754
113936.613499,0,44,level4,car13,zipcode9,129556.798938,21,402256.593927,?,3755,3755
128900.598874,0,80,level3,car16,zipcode7,135000,23,250889.08174,groupB,2755,3755
77710.461021,0,41,level3,car1,zipcode6,135000,1,313742.902373,?,3756,3756
33834.079559,47855.388626,50,level4,car4,zipcode6,135000,15,445594.163769,groupB,2756,3756
63435.363799,34643.121585,36,level4,car2,zipcode5,135000,9,105805.210113,?,3757,3757
67984.569202,70625.478141,48,level0,car11,zipcode1,135000,8,355412.31247,groupB,2757,3757
36195.801115,63939.279886,35,level0,car9,zipcode4,135000,16,0,?,3758,3758
84016.618958,0,54,level3,car19,zipcode5,135000,22,288951.663059,groupA,2758,3758
36329.709985,17396.763467,20,level3,car13,zipcode1,135000,27,256140.384065,?,3759,3759
59247.702179,19770.156259,80,level0,car9,zipcode8,135000,15,453664.933204,groupA,2759,3759
145105.593218,0,60,level4,car17,zipcode3,135000,29,287926.438312,?,3760,3760
113962.156565,0,80,level2,car4,zipcode6,135000,18,500000,groupB,2760,3760
45812.300013,42212.644806,80,level3,car1,zipcode6,135000,16,462624.35912,?,3761,3761
29556.865488,19652.030168,69,level4,car18,zipcode1,135000,20,223277.217897,groupA,2761,3761
81512.312021,0,24,level3,car13,zipcode4,135000,11,247920.405626,?,3762,3762
109041.96326,0,36,level0,car15,zipcode5,135000,24,44896.123612,groupB,2762,3762
111797.388718,0,38,level2,car11,zipcode7,135000,28,278253.039245,?,3763,3763
84238.917462,0,48,level1,car2,zipcode9,53789.96553,9,182878.185795,groupA,2763,3763
113777.906376,0,42,level1,car14,zipcode1,135000,19,134212.663619,?,3764,3764
68674.085787,21721.473865,72,level3,car7,zipcode6,135000,15,316234.81112,groupA,2764,3764
95975.012059,0,28,level0,car18,zipcode7,135000,28,386113.13239,?,3765,3765
136709.86296,0,63,level3,car15,zipcode5,135000,23,457629.785928,groupB,2765,3765
40100.008969,72072.969608,26,level1,car12,zipcode5,135000,22,92354.905718,?,3766,3766
58345.475662,68258.283707,23,level2,car4,zipcode6,135000,2,334304.89805,groupA,2766,3766
67313.851947,53113.688605,64,level2,car19,zipcode2,135000,18,125769.878629,?,3767,3767
91396.680469,0,24,level0,car18,zipcode6,135000,28,26597.96566,groupA,2767,3767
91939.011616,0,67,level4,car19,zipcode9,75128.218277,4,353282.717001,?,3768,3768
57663.286533,34745.08279,59,level1,car10,zipcode2,135000,18,346847.762877,groupB,2768,3768
53291.247676,67667.804513,68,level2,car14,zipcode9,72633.26566,14,0,?,3769,3769
59821.141437,45313.532664,23,level3,car19,zipcode7,135000,12,194678.710938,groupA,2769,3769
121640.329119,0,20,level3,car8,zipcode7,135000,17,307446.926981,?,3770,3770
33258.928739,42274.60937,61,level4,car9,zipcode6,135000,12,137904.349002,groupA,2770,3770
134067.463812,0,25,level3,car2,zipcode9,134347.889701,26,280453.974493,?,3771,3771
115226.359675,0,54,level2,car14,zipcode3,135000,25,211391.070002,groupA,2771,3771
77276.740115,16402.267234,63,level0,car18,zipcode2,135000,26,157464.856297,?,3772,3772
119179.631518,0,65,level0,car3,zipcode5,135000,19,389677.441378,groupB,2772,3772
33547.306486,20157.419447,51,level0,car12,zipcode9,135000,21,0,?,3773,3773
34346.602882,75000,42,level4,car16,zipcode5,135000,6,192806.583765,groupB,2773,3773
71581.650638,0,46,level2,car18,zipcode8,135000,2,129302.185802,?,3774,3774
89417.392426,0,43,level3,car6,zipcode4,135000,21,386220.015999,groupA,2774,3774
98347.149799,0,58,level1,car20,zipcode4,135000,16,99083.066879,?,3775,3775
88927.9212,0,47,level2,car11,zipcode5,135000,19,497070.715975,groupA,2775,3775
65856.0318,71601.741913,66,level4,car13,zipcode6,135000,1,373285.603783,?,3776,3776
61927.449932,53707.573587,60,level3,car1,zipcode6,135000,10,149320.272846,groupB,2776,3776
79318.770895,0,44,level2,car15,zipcode3,135000,14,171109.865854,?,3777,3777
84335.541076,0,73,level1,car13,zipcode1,135000,22,262014.773583,groupB,2777,3777
118560.010692,0,75,level4,car19,zipcode7,135000,6,263275.762784,?,3778,3778
68304.295662,33761.235961,42,level3,car15,zipcode9,105692.664319,24,205281.818816,groupB,2778,3778
84822.870082,0,76,level2,car19,zipcode9,71699.301543,2,178278.347136,?,3779,3779
86695.851635,0,23,level2,car7,zipcode2,135000,13,24524.732082,groupA,2779,3779
21737.901178,53341.315304,78,level2,car20,zipcode4,135000,12,337176.581161,?,3780,3780
97239.214972,0,53,level4,car16,zipcode2,135000,26,474343.608496,groupA,2780,3780
132822.752388,0,42,level4,car2,zipcode8,135000,30,40670.030141,?,3781,3781
94579.247238,0,30,level1,car18,zipcode9,102777.918363,19,435746.652866,groupB,2781,3781
46690.015435,65518.950163,38,level0,car3,zipcode4,135000,13,17454.108182,?,3782,3782
133419.889794,0,21,level0,car7,zipcode1,135000,19,342341.82662,groupB,2782,3782
51788.421401,33212.907118,48,level3,car12,zipcode2,135000,28,481658.30558,?,3783,3783
52289.401625,30665.509629,34,level2,car13,zipcode6,135000,1,238291.191306,groupA,2783,3783
131597.342787,0,62,level4,car8,zipcode4,135000,28,305579.96311,?,3784,3784
81654.698506,0,27,level3,car9,zipcode8,135000,19,76870.680275,groupA,2784,3784
41365.433275,52809.153761,71,level2,car7,zipcode3,135000,19,216839.71522,?,3785,3785
112741.329198,0,42,level0,car1,zipcode7,135000,30,99249.046357,groupA,2785,3785
117602.676248,0,62,level4,car11,zipcode2,135000,24,311884.947966,?,3786,3786
150000,0,56,level2,car17,zipcode5,135000,1,387542.180154,groupB,2786,3786
94805.611125,0,32,level1,car17,zipcode2,135000,23,233216.070671,?,3787,3787
142437.347581,0,22,level1,car17,zipcode6,135000,6,62597.81404,groupB,2787,3787
26362.960201,33658.460142,77,level1,car20,zipcode3,135000,5,278640.701093,?,3788,3788
100849.882214,0,26,level3,car4,zipcode1,135000,15,266220.00512,groupB,2788,3788
89697.034395,0,32,level3,car11,zipcode4,135000,18,405569.854835,?,3789,3789
26578.451045,34590.71765,23,level0,car13,zipcode5,135000,11,171474.457055,groupB,2789,3789
52930.536142,44652.869803,63,level1,car20,zipcode4,135000,1,235232.759841,?,3790,3790
64460.250183,53967.179887,58,level3,car14,zipcode1,135000,24,79875.223067,groupB,2790,3790
64764.065566,25542.117624,67,level2,car2,zipcode3,135000,9,143646.117186,?,3791,3791
63250.175556,29591.721929,26,level4,car4,zipcode4,135000,23,14216.327123,groupA,2791,3791
34410.627599,39884.39038,33,level4,car17,zipcode1,135000,6,450707.381211,?,3792,3792
78664.398419,33770.555072,68,level4,car3,zipcode3,135000,20,419538.09944,groupA,2792,3792
132734.217391,0,80,level2,car3,zipcode2,135000,1,418513.667441,?,3793,3793
99370.198336,0,26,level2,car17,zipcode4,135000,18,59650.296057,groupA,2793,3793
23601.896411,45045.697605,47,level1,car7,zipcode7,135000,26,17044.025175,?,3794,3794
131031.364783,0,65,level2,car19,zipcode4,135000,2,279493.333194,groupB,2794,3794
30821.175906,56670.67544,45,level2,car13,zipcode2,135000,20,447544.313969,?,3795,3795
26647.003514,61407.420195,53,level1,car17,zipcode7,135000,18,475438.91358,groupB,2795,3795
137708.179015,0,61,level1,car12,zipcode9,46447.96623,18,330549.988621,?,3796,3796
43268.73211,64019.809164,72,level3,car12,zipcode1,135000,15,293621.748538,groupA,2796,3796
150000,0,53,level3,car12,zipcode3,135000,18,108401.208934,?,3797,3797
114924.13902,0,22,level4,car12,zipcode5,135000,16,10983.061747,groupB,2797,3797
128298.821205,0,32,level1,car19,zipcode3,135000,12,20768.06415,?,3798,3798
38902.605464,10000,62,level1,car1,zipcode7,135000,28,367108.293772,groupA,2798,3798
116877.807001,0,50,level3,car11,zipcode8,122845.17753,10,294980.82795,?,3799,3799
25257.39885,49120.927379,70,level2,car13,zipcode4,135000,11,26589.886364,groupB,2799,3799
126430.550613,0,78,level1,car12,zipcode5,135000,1,343700.141244,?,3800,3800
37916.752887,45660.945126,46,level2,car17,zipcode6,135000,2,167512.202991,groupB,2800,3800
20000,54156.204485,44,level0,car3,zipcode1,135000,29,220834.70891,?,3801,3801
60437.271199,10000,22,level2,car19,zipcode5,135000,28,390972.101756,groupA,2801,3801
139732.988168,0,66,level1,car6,zipcode2,135000,5,425676.780308,?,3802,3802
137798.709113,0,23,level1,car13,zipcode8,135000,25,169766.932007,groupB,2802,3802
91380.779663,0,56,level1,car11,zipcode6,135000,22,302434.391743,?,3803,3803
34370.145662,41790.52087,69,level1,car19,zipcode1,135000,16,159286.974118,groupA,2803,3803
26693.231484,38954.07705,27,level3,car10,zipcode4,135000,6,348138.787936,?,3804,3804
129504.878301,0,69,level3,car2,zipcode2,135000,26,391198.956791,groupB,2804,3804
112664.645945,0,51,level2,car9,zipcode4,135000,17,474434.729614,?,3805,3805
56049.664065,42045.639822,59,level3,car6,zipcode6,135000,1,328767.113083,groupB,2805,3805
147888.884283,0,75,level2,car19,zipcode5,135000,9,36107.265215,?,3806,3806
148864.686517,0,24,level4,car20,zipcode1,135000,10,187968.180221,groupB,2806,3806
111265.516528,0,41,level3,car14,zipcode2,135000,25,55051.729205,?,3807,3807
69795.57995,53878.048153,26,level2,car10,zipcode7,135000,14,384133.651081,groupA,2807,3807
58108.57334,15861.128983,76,level2,car7,zipcode8,130992.655501,12,279641.417842,?,3808,3808
76123.799151,18372.326844,26,level2,car3,zipcode7,135000,26,198435.927861,groupA,2808,3808
116639.2946,0,44,level1,car2,zipcode4,135000,28,385025.136623,?,3809,3809
144366.940903,0,59,level0,car4,zipcode1,135000,3,209593.36193,groupB,2809,3809
20202.624334,59871.356037,53,level0,car20,zipcode8,135000,16,370160.640062,?,3810,3810
47149.879919,28656.716794,78,level0,car18,zipcode3,135000,18,195791.242404,groupA,2810,3810
36339.409912,70737.781428,51,level0,car14,zipcode4,135000,18,255261.649622,?,3811,3811
72789.172129,52127.317424,55,level0,car19,zipcode5,135000,20,252936.401935,groupB,2811,3811
100806.920851,0,58,level2,car8,zipcode5,135000,6,293106.654574,?,3812,3812
92162.670303,0,31,level4,car8,zipcode5,135000,7,379132.778511,groupA,2812,3812
93831.659787,0,42,level3,car8,zipcode7,135000,30,144206.348761,?,3813,3813
116333.815005,0,63,level0,car12,zipcode6,135000,22,50082.618654,groupB,2813,3813
104607.508272,0,66,level1,car8,zipcode4,135000,15,121894.473856,?,3814,3814
125382.298384,0,47,level0,car4,zipcode5,135000,23,179738.48378,groupB,2814,3814
94095.145715,0,74,level0,car8,zipcode7,135000,15,314377.494545,?,3815,3815
30848.735211,53256.835843,51,level1,car10,zipcode9,135000,13,96843.26583,groupB,2815,3815
79761.172566,0,33,level2,car10,zipcode3,135000,29,38566.254325,?,3816,3816
84230.841395,0,74,level4,car15,zipcode7,135000,4,476535.173988,groupB,2816,3816
138079.000734,0,63,level2,car3,zipcode7,135000,24,434829.376795,?,3817,3817
98512.687708,0,79,level3,car19,zipcode6,135000,18,241783.861361,groupB,2817,3817
40820.752238,53157.234644,54,level1,car14,zipcode3,135000,5,500000,?,3818,3818
70378.520342,69649.783435,80,level2,car5,zipcode9,96926.598738,12,132631.193663,groupA,2818,3818
64544.476427,53154.893331,78,level4,car17,zipcode8,135000,20,437461.747715,?,3819,3819
56656.426591,74648.11062,75,level1,car17,zipcode9,135000,14,253036.48443,groupA,2819,3819
131124.891662,0,23,level1,car19,zipcode8,130755.847404,27,192661.023148,?,3820,3820
23268.649689,29092.415388,40,level0,car16,zipcode3,135000,29,404816.955833,groupB,2820,3820
106954.526054,0,40,level0,car1,zipcode7,135000,20,301493.846799,?,3821,3821
20000,19672.236244,79,level0,car16,zipcode6,135000,2,111936.502387,groupB,2821,3821
82991.995893,0,78,level3,car19,zipcode6,135000,19,96785.454091,?,3822,3822
24381.773097,40355.109665,23,level1,car2,zipcode1,135000,8,462052.433877,groupB,2822,3822
23273.308406,11545.521677,34,level3,car6,zipcode4,135000,27,254587.432451,?,3823,3823
85144.209442,0,74,level4,car17,zipcode2,135000,23,185437.601397,groupB,2823,3823
106029.015863,0,20,level2,car6,zipcode1,135000,29,479454.758218,?,3824,3824
33562.173168,51343.861602,75,level4,car10,zipcode6,135000,21,224080.651404,groupA,2824,3824
53140.895105,13335.145685,57,level3,car1,zipcode2,135000,10,302195.901953,?,3825,3825
112993.110348,0,57,level3,car16,zipcode6,135000,2,325124.849487,groupA,2825,3825
25490.707005,44706.003636,24,level4,car9,zipcode4,135000,6,107084.962496,?,3826,3826
53956.167149,56997.920659,59,level0,car19,zipcode5,135000,4,345925.06893,groupA,2826,3826
34141.738601,34327.5406,67,level0,car16,zipcode8,135000,25,486395.926485,?,3827,3827
86529.308371,0,35,level1,car18,zipcode3,135000,24,65411.111096,groupA,2827,3827
91953.473425,0,52,level1,car11,zipcode1,135000,6,287956.909946,?,3828,3828
42799.73122,10000,47,level0,car3,zipcode8,135000,13,91405.207016,groupB,2828,3828
41662.864605,53416.866705,79,level3,car10,zipcode9,124161.739181,9,435034.824817,?,3829,3829
40580.838239,29426.587101,52,level2,car19,zipcode1,135000,19,457355.847435,groupB,2829,3829
77344.608046,0,79,level4,car20,zipcode8,135000,8,316665.458856,?,3830,3830
126289.724061,0,40,level2,car18,zipcode3,135000,8,425949.924044,groupA,2830,3830
49863.409639,57814.619316,22,level1,car12,zipcode2,135000,12,156086.686705,?,3831,3831
106879.762644,0,73,level3,car6,zipcode9,123978.942203,28,306411.799714,groupB,2831,3831
150000,0,56,level0,car3,zipcode9,135000,14,471712.10698,?,3832,3832
115283.712361,0,20,level2,car3,zipcode3,135000,18,100045.607454,groupB,2832,3832
116504.319186,0,66,level3,car6,zipcode1,135000,6,285584.119158,?,3833,3833
109270.4047,0,46,level4,car1,zipcode1,135000,19,258753.451872,groupA,2833,3833
44118.391087,47024.343323,23,level4,car4,zipcode7,135000,5,377683.312867,?,3834,3834
100956.30525,0,71,level3,car13,zipcode7,135000,19,168451.18247,groupB,2834,3834
123738.390745,0,21,level1,car18,zipcode2,135000,27,451674.761638,?,3835,3835
32511.446113,42513.90477,50,level4,car17,zipcode4,135000,9,274416.841303,groupB,2835,3835
22076.718288,48072.823069,71,level2,car14,zipcode6,135000,28,280637.345568,?,3836,3836
97910.6968,0,43,level3,car9,zipcode5,135000,11,184430.529462,groupA,2836,3836
94444.301621,0,64,level4,car9,zipcode7,135000,8,126461.947521,?,3837,3837
25073.372893,54900.212273,26,level3,car9,zipcode1,135000,5,452195.87446,groupB,2837,3837
122490.893925,0,79,level1,car18,zipcode9,135000,8,66047.737516,?,3838,3838
81192.711019,0,51,level4,car17,zipcode8,135000,13,368639.207997,groupA,2838,3838
92479.044562,0,61,level2,car8,zipcode5,135000,22,350633.619276,?,3839,3839
80104.980836,0,33,level0,car18,zipcode8,135000,28,283054.662604,groupA,2839,3839
136730.468398,0,79,level3,car11,zipcode3,135000,9,292663.365392,?,3840,3840
142169.352223,0,75,level3,car8,zipcode9,115365.198184,23,268074.478342,groupB,2840,3840
137066.663351,0,72,level4,car12,zipcode9,74704.370297,8,286972.022312,?,3841,3841
24442.901179,29639.114935,74,level3,car4,zipcode9,66005.230068,8,85484.577557,groupB,2841,3841
94554.188041,0,47,level4,car12,zipcode3,135000,4,100467.990035,?,3842,3842
70424.670196,56043.133819,27,level0,car3,zipcode4,135000,2,103201.725602,groupA,2842,3842
118921.156496,0,26,level3,car1,zipcode1,135000,10,338598.393309,?,3843,3843
33204.457824,10924.257526,48,level1,car15,zipcode6,135000,9,24761.974062,groupB,2843,3843
140540.275573,0,59,level0,car18,zipcode1,135000,17,308251.152138,?,3844,3844
120322.690434,0,77,level4,car5,zipcode4,135000,26,204728.556167,groupB,2844,3844
145213.810106,0,62,level0,car3,zipcode8,135000,29,436774.948432,?,3845,3845
128951.722894,0,20,level3,car13,zipcode9,65882.955846,11,441455.067088,groupB,2845,3845
131995.806892,0,20,level1,car1,zipcode2,135000,20,27770.19283,?,3846,3846
42390.087524,33637.567108,49,level3,car2,zipcode1,135000,22,185338.859055,groupB,2846,3846
51010.513162,55838.161148,50,level1,car7,zipcode1,135000,7,480181.32754,?,3847,3847
125528.899062,0,21,level4,car8,zipcode3,135000,29,298400.245564,groupB,2847,3847
148200.731066,0,44,level2,car19,zipcode4,135000,12,74999.384906,?,3848,3848
117236.985866,0,20,level3,car16,zipcode3,135000,23,208623.083096,groupB,2848,3848
79637.658225,0,41,level2,car1,zipcode4,135000,6,387564.547558,?,3849,3849
120665.965233,0,28,level3,car14,zipcode9,92682.816821,21,474569.718933,groupB,2849,3849
132246.645305,0,79,level3,car14,zipcode2,135000,7,467861.503674,?,3850,3850
25117.062473,43660.015555,72,level4,car8,zipcode4,135000,12,413167.855713,groupA,2850,3850
109130.244736,0,41,level1,car9,zipcode6,135000,22,102491.127641,?,3851,3851
138774.670158,0,26,level0,car12,zipcode8,135000,27,354597.282117,groupB,2851,3851
30910.884801,36646.302368,71,level4,car14,zipcode9,87488.470816,17,289296.882206,?,3852,3852
143427.499801,0,26,level2,car18,zipcode9,55123.09027,8,47122.541909,groupB,2852,3852
40580.193085,35050.972715,65,level4,car12,zipcode9,61225.751903,20,38957.624718,?,3853,3853
37289.350678,68793.676177,47,level3,car15,zipcode3,135000,5,424987.441894,groupB,2853,3853
126554.040787,0,38,level0,car5,zipcode8,135000,15,301260.25195,?,3854,3854
80467.693368,0,27,level4,car10,zipcode7,135000,9,385566.991375,groupA,2854,3854
87085.578949,0,40,level4,car9,zipcode3,135000,19,458378.00043,?,3855,3855
108874.563075,0,76,level0,car12,zipcode7,135000,27,332332.509996,groupB,2855,3855
40353.265753,27487.877333,41,level0,car5,zipcode7,135000,2,431269.769356,?,3856,3856
91315.100489,0,22,level4,car4,zipcode6,135000,13,330024.714366,groupA,2856,3856
123332.912155,0,80,level2,car8,zipcode4,135000,17,119575.090777,?,3857,3857
145218.023232,0,37,level0,car1,zipcode1,135000,2,416934.243254,groupB,2857,3857
50457.776864,32308.480139,21,level1,car19,zipcode8,99436.901314,14,489563.216019,?,3858,3858
25373.075005,66107.315988,25,level1,car5,zipcode2,135000,13,465053.346984,groupB,2858,3858
47542.407261,15450.276026,64,level1,car13,zipcode5,135000,28,453236.265599,?,3859,3859
38418.550337,29483.943204,46,level1,car18,zipcode3,135000,3,92637.90127,groupB,2859,3859
150000,0,76,level2,car10,zipcode2,135000,9,389959.755794,?,3860,3860
105893.127693,0,60,level2,car19,zipcode3,135000,11,298627.652865,groupA,2860,3860
70190.084474,46426.100291,20,level4,car3,zipcode1,135000,25,368400.395263,?,3861,3861
113038.902543,0,46,level2,car4,zipcode7,135000,11,192180.788246,groupA,2861,3861
116433.384009,0,37,level0,car19,zipcode7,135000,27,336924.987195,?,3862,3862
36344.776072,35194.220538,69,level1,car14,zipcode4,135000,11,137269.095281,groupA,2862,3862
126945.666346,0,62,level3,car4,zipcode5,135000,23,211178.901443,?,3863,3863
62171.79517,33631.131697,22,level1,car18,zipcode4,135000,7,389390.359749,groupA,2863,3863
140411.446437,0,20,level4,car14,zipcode4,135000,1,337372.41477,?,3864,3864
57182.26921,56008.481045,59,level1,car8,zipcode2,135000,16,191830.417589,groupB,2864,3864
90349.050131,0,71,level4,car17,zipcode2,135000,15,83758.826406,?,3865,3865
51918.133478,31714.419349,66,level4,car11,zipcode7,135000,2,383375.614516,groupA,2865,3865
49781.062012,56031.313099,28,level2,car8,zipcode5,135000,19,136060.610421,?,3866,3866
112960.187518,0,76,level0,car18,zipcode2,135000,17,262784.635149,groupB,2866,3866
101404.341959,0,39,level3,car18,zipcode8,135000,14,99002.670917,?,3867,3867
137840.211535,0,77,level2,car4,zipcode7,135000,29,452448.778307,groupB,2867,3867
61073.182755,50575.564333,68,level0,car6,zipcode2,135000,19,305634.405673,?,3868,3868
34545.111175,25113.957839,59,level0,car4,zipcode2,135000,12,262199.662018,groupA,2868,3868
83874.95308,0,62,level2,car1,zipcode7,135000,28,87097.661881,?,3869,3869
141871.099698,0,32,level1,car11,zipcode9,58685.703126,28,105015.622833,groupB,2869,3869
114136.817286,0,50,level1,car10,zipcode4,135000,29,63965.703661,?,3870,3870
59609.269066,40915.895897,60,level0,car16,zipcode4,135000,27,28681.09839,groupA,2870,3870
142135.92299,0,63,level1,car5,zipcode4,135000,27,64179.570747,?,3871,3871
117283.158625,0,25,level2,car7,zipcode8,135000,16,145295.335405,groupB,2871,3871
112337.876327,0,64,level3,car11,zipcode9,94828.789723,18,74728.174299,?,3872,3872
91791.763736,0,70,level0,car13,zipcode2,135000,26,14157.719588,groupB,2872,3872
66100.993154,26544.582171,22,level0,car1,zipcode3,135000,22,133833.380181,?,3873,3873
55237.70329,70184.871983,72,level1,car2,zipcode3,135000,10,463175.460611,groupA,2873,3873
113274.58423,0,31,level3,car16,zipcode5,135000,26,200447.512923,?,3874,3874
149663.964697,0,70,level1,car9,zipcode6,135000,15,195346.110872,groupB,2874,3874
29080.920827,53569.29067,58,level1,car13,zipcode4,135000,17,29965.975174,?,3875,3875
143567.770347,0,50,level4,car1,zipcode6,135000,4,216271.664228,groupB,2875,3875
75955.762181,0,63,level1,car1,zipcode2,135000,13,69788.234699,?,3876,3876
101156.470018,0,45,level2,car12,zipcode8,135000,20,116185.903153,groupA,2876,3876
94925.845646,0,55,level0,car14,zipcode9,124200.683343,26,98252.058226,?,3877,3877
45509.650566,67828.587999,53,level3,car10,zipcode5,135000,20,380862.818892,groupB,2877,3877
53916.190664,49485.419902,24,level2,car7,zipcode7,135000,24,423909.429764,?,3878,3878
108186.238881,0,24,level1,car20,zipcode1,135000,16,234602.176722,groupB,2878,3878
125396.045841,0,50,level2,car12,zipcode7,135000,24,497719.185974,?,3879,3879
78054.597312,0,77,level3,car14,zipcode7,135000,3,235698.996372,groupB,2879,3879
147561.725782,0,28,level4,car6,zipcode9,98520.657576,22,322196.314681,?,3880,3880
72335.606464,0,41,level1,car12,zipcode4,135000,21,500000,groupA,2880,3880
135261.866735,0,39,level4,car2,zipcode2,135000,8,297952.0997,?,3881,3881
93188.558492,0,44,level3,car11,zipcode2,135000,6,116258.638345,groupA,2881,3881
28153.826403,51290.263984,20,level4,car18,zipcode8,135000,14,459574.764169,?,3882,3882
105676.765082,0,59,level2,car7,zipcode2,135000,1,492934.598005,groupB,2882,3882
55188.137849,38804.151402,22,level4,car11,zipcode5,135000,3,295337.868759,?,3883,3883
146364.875754,0,70,level3,car6,zipcode7,135000,3,308186.138142,groupB,2883,3883
106298.901744,0,51,level1,car5,zipcode2,135000,6,159915.046921,?,3884,3884
81154.147594,0,21,level4,car13,zipcode4,135000,13,20999.179358,groupA,2884,3884
114704.387915,0,64,level0,car3,zipcode3,135000,12,444501.168921,?,3885,3885
124980.460125,0,52,level3,car20,zipcode2,135000,23,78001.685033,groupA,2885,3885
44211.377172,75000,53,level1,car4,zipcode1,135000,16,323808.350787,?,3886,3886
145424.606983,0,24,level3,car10,zipcode9,133692.235398,30,75613.795384,groupB,2886,3886
116173.946994,0,54,level4,car7,zipcode7,135000,15,456530.563299,?,3887,3887
26285.822677,16359.400327,53,level1,car12,zipcode8,135000,22,2989.598831,groupB,2887,3887
72346.052005,37970.09814,37,level3,car15,zipcode9,102562.128342,10,403166.447041,?,3888,3888
121443.446117,0,20,level3,car3,zipcode3,135000,20,388220.967422,groupB,2888,3888
25120.738236,55524.562398,76,level0,car2,zipcode4,135000,20,130417.018718,?,3889,3889
37442.570704,45216.846079,60,level0,car9,zipcode6,135000,21,236570.748789,groupA,2889,3889
48195.318769,23810.769978,27,level4,car20,zipcode9,100648.382838,24,186317.034926,?,3890,3890
123484.570212,0,54,level0,car5,zipcode5,135000,15,467215.408677,groupB,2890,3890
52129.771951,29213.60412,44,level3,car9,zipcode7,135000,29,73639.458926,?,3891,3891
91374.064598,0,27,level2,car15,zipcode9,135000,11,258864.308767,groupA,2891,3891
117219.225469,0,35,level0,car20,zipcode3,135000,18,352230.488488,?,3892,3892
71169.790393,63730.050204,49,level2,car7,zipcode6,135000,29,291794.924271,groupB,2892,3892
91377.353594,0,47,level3,car20,zipcode7,135000,29,496631.184849,?,3893,3893
108965.125909,0,54,level3,car16,zipcode1,135000,25,383422.661221,groupA,2893,3893
