@relation R_data_frame

@attribute att1 {0,1}
@attribute att2 {0,1}
@attribute att3 {0,1}
@attribute att4 {0,1}
@attribute att5 {0,1}
@attribute att6 {0,1}
@attribute att7 {0,1}
@attribute att8 {0,1}
@attribute att9 {0,1}
@attribute att10 {0,1}
@attribute att11 {0,1}
@attribute att12 {0,1}
@attribute att13 {0,1}
@attribute att14 {0,1}
@attribute att15 {0,1}
@attribute att16 {0,1}
@attribute att17 {0,1}
@attribute att18 {0,1}
@attribute att19 {0,1}
@attribute att20 {0,1}
@attribute att21 {0,1}
@attribute att22 {0,1}
@attribute att23 {0,1}
@attribute att24 {0,1}
@attribute class {0,1,2,3,4,5,6,7,8,9}
@attribute instanceId numeric
@attribute timeStamp numeric

@data
1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,9,2707,3707
1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,?,3707,3707
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,2,2708,3708
0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,?,3708,3708
1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2709,3709
0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,?,3709,3709
1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,8,2710,3710
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,?,3710,3710
1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,2711,3711
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,?,3711,3711
0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,8,2712,3712
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,?,3712,3712
0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2713,3713
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,?,3713,3713
0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,9,2714,3714
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,?,3714,3714
0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,8,2715,3715
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,?,3715,3715
1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,2716,3716
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,?,3716,3716
1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,2717,3717
1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,?,3717,3717
0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,2718,3718
0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,?,3718,3718
0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2719,3719
0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,?,3719,3719
1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,6,2720,3720
1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,?,3720,3720
0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,5,2721,3721
0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,?,3721,3721
1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,9,2722,3722
0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,?,3722,3722
0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,2,2723,3723
0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,?,3723,3723
0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,2724,3724
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,?,3724,3724
1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,7,2725,3725
1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,?,3725,3725
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,6,2726,3726
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,?,3726,3726
0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2727,3727
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,?,3727,3727
1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,3,2728,3728
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,?,3728,3728
0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,9,2729,3729
0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,?,3729,3729
0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,6,2730,3730
1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,?,3730,3730
0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,4,2731,3731
1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,?,3731,3731
0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,7,2732,3732
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,?,3732,3732
0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,8,2733,3733
0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,?,3733,3733
0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,2,2734,3734
1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,?,3734,3734
0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,8,2735,3735
1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,?,3735,3735
0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,7,2736,3736
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,?,3736,3736
1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3,2737,3737
0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,?,3737,3737
1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,5,2738,3738
1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,?,3738,3738
0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,2739,3739
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,?,3739,3739
0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,6,2740,3740
0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,?,3740,3740
1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,9,2741,3741
0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,?,3741,3741
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,8,2742,3742
0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,?,3742,3742
0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,4,2743,3743
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,?,3743,3743
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2744,3744
1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,?,3744,3744
1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,3,2745,3745
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,?,3745,3745
1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,7,2746,3746
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,?,3746,3746
0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,4,2747,3747
0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,?,3747,3747
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,9,2748,3748
1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,?,3748,3748
0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,3,2749,3749
0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,?,3749,3749
0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,4,2750,3750
0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,?,3750,3750
0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2751,3751
1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,?,3751,3751
1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,2752,3752
1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,?,3752,3752
0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,2753,3753
1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,?,3753,3753
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2754,3754
0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,?,3754,3754
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,5,2755,3755
1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,?,3755,3755
0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2756,3756
1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,?,3756,3756
1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,3,2757,3757
0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,?,3757,3757
1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,6,2758,3758
1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,?,3758,3758
0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,3,2759,3759
1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,?,3759,3759
1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,2760,3760
1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,?,3760,3760
1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,3,2761,3761
1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,?,3761,3761
1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,4,2762,3762
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,?,3762,3762
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,8,2763,3763
0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,?,3763,3763
1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,8,2764,3764
1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,?,3764,3764
0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,7,2765,3765
0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,?,3765,3765
0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,5,2766,3766
1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,?,3766,3766
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,6,2767,3767
1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,?,3767,3767
0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,7,2768,3768
1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,?,3768,3768
0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,5,2769,3769
1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,?,3769,3769
1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,7,2770,3770
1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,?,3770,3770
0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,3,2771,3771
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,?,3771,3771
0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,6,2772,3772
1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,?,3772,3772
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,9,2773,3773
0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,?,3773,3773
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2774,3774
1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,?,3774,3774
0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,9,2775,3775
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,?,3775,3775
0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2,2776,3776
0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,?,3776,3776
0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,4,2777,3777
1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,?,3777,3777
0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2,2778,3778
0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,?,3778,3778
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,8,2779,3779
0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,?,3779,3779
0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,6,2780,3780
0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,?,3780,3780
0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,2781,3781
0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,?,3781,3781
1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,5,2782,3782
1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,?,3782,3782
0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,8,2783,3783
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,?,3783,3783
1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,9,2784,3784
1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,?,3784,3784
1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,2785,3785
0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,?,3785,3785
0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,7,2786,3786
0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,?,3786,3786
1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,9,2787,3787
0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,?,3787,3787
1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,4,2788,3788
1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,?,3788,3788
1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,8,2789,3789
1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,?,3789,3789
1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,7,2790,3790
1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,?,3790,3790
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,5,2791,3791
1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,?,3791,3791
1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,3,2792,3792
0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,?,3792,3792
1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,7,2793,3793
1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,?,3793,3793
0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,4,2794,3794
1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,?,3794,3794
1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,6,2795,3795
0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,?,3795,3795
1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2796,3796
0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,?,3796,3796
0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,7,2797,3797
0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,?,3797,3797
1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2798,3798
0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,?,3798,3798
0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,2799,3799
0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,?,3799,3799
1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,3,2800,3800
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,?,3800,3800
0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,3,2801,3801
0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,?,3801,3801
0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,5,2802,3802
0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,?,3802,3802
1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,9,2803,3803
0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,?,3803,3803
1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,2,2804,3804
0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,?,3804,3804
0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,9,2805,3805
1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,?,3805,3805
1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,4,2806,3806
1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,?,3806,3806
0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,8,2807,3807
1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,?,3807,3807
0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,3,2808,3808
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,?,3808,3808
1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,6,2809,3809
0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,?,3809,3809
1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,5,2810,3810
1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,?,3810,3810
0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2,2811,3811
1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,?,3811,3811
1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,2,2812,3812
0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,?,3812,3812
0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,8,2813,3813
1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,?,3813,3813
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,5,2814,3814
1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,?,3814,3814
0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,8,2815,3815
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,?,3815,3815
0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,8,2816,3816
0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,?,3816,3816
1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,2,2817,3817
0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,?,3817,3817
0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2818,3818
0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,?,3818,3818
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2819,3819
1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,?,3819,3819
0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,9,2820,3820
0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,?,3820,3820
1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,7,2821,3821
0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,?,3821,3821
0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,4,2822,3822
1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,?,3822,3822
0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,2823,3823
0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,?,3823,3823
0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,2,2824,3824
1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,?,3824,3824
1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2825,3825
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,?,3825,3825
1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,5,2826,3826
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,?,3826,3826
0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,8,2827,3827
0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,?,3827,3827
1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,3,2828,3828
